confidentiality_status,bio_data,adult_data,larval_site_data,insecticide_resistance_data,source_id,citation_doi,author,article_title,journal_title,publication_year,study_sampling_design,personal_communication,contact_authors,source_notes,country,site,latitude_1,longitude_1,latitude_2,longitude_2,latitude_3,longitude_3,latitude_4,longitude_4,latitude_5,longitude_5,latitude_6,longitude_6,latitude_7,longitude_7,latitude_8,longitude_8,confidence_in_georef,area_type,georef_source,admin_level_1,admin_level_2,site_notes,insecticide_control,control_type,itn_use,control_notes,sampling_occurrence_1,occurrence_n_1,sampling_occurrence_2,occurrence_n_2,sampling_occurrence_3,occurrence_n_3,sampling_occurrence_4,occurrence_n_4,occurrence_n_total,occurrence_notes,binary_presence,binary_absence,abundance_data_in_a_graph,month_start,month_end,year_start,year_end,season_given,season_calc,rainfall_time,season_notes,species,species_notes,species_id_1,species_id_2
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,tindo,9.961223,-10.701656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,tindo,9.961223,-10.701656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,tindo,9.961223,-10.701656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,tindo,9.961223,-10.701656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,balayani,10.1325,-10.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,genotypic,1001794,10.1186/s12936-019-2875-y,Stica,"Characterizing the molecular and metabolic
mechanisms of insecticide resistance
in Anopheles gambiae in Faranah, Guinea",Malaria Journal,2019,,NA,,,guinea,foulaya,10.144633,-10.749717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,NA,,NA,,NA,NA,NA,NA,,yes,no,,6,7,2018,2018,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,burkina faso,kampti,10.1385,-3.4543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,burkina faso,tiefora,10.63163,-4.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,burkina faso,mangodara,9.90468,-4.3594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,burkina faso,seguenega,13.4406,-1.97222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,ghana,kumbungu,9.56288,-0.94396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,ghana,gbullung,9.48483,-1.01287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,liberia,fran town,6.41672,-10.5683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,mali,bandiagara,14.3494,-3.61033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,mali,bankass,14.08132,-3.52022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,mali,djenne,13.9062,-4.56616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,nigeria,keffi nsuk,8.8427,7.907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,nigeria,nassarawa egon,8.74676,8.53608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,nigeria,nassarawa lga,8.53472,7.70715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,nigeria,panda karu,9.26079,7.83744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,kenya,rongo,-0.75799,34.5957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,madagascar,vohitrambato,-23.2684,47.5251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,madagascar,lopary,-23.1996,47.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,madagascar,vavatenina,-17.4677,49.2035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,madagascar,manambotra,-22.19524,47.8163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,uganda,totokidwe,0.79411,34.20081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,could not find site in google maps,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,uganda,pokongo,2.5345,31.8388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,zambia,miyambo,-9.328186,28.7387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,gambiae complex,,morph (emerg adult),
NA,no,yes,no,none,1001725,10.1186/s12936-019-2888-6,Oxborough,"Susceptibility testing of Anopheles malaria
vectors with the neonicotinoid insecticide
clothianidin; results from 16 African countries,
in preparation for indoor residual spraying
with new insecticide formulations",malaria journal,2019,,NA,yes,author to provide bioassay data and coordinates of the sites provided,zambia,miyambo,-9.328186,28.7387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,,,,,,,,,larvae,NA,,NA,,NA,NA,NA,NA,,yes,no,,9,12,2016,2017,,NA,,,funestus complex,,morph (emerg adult),
NA,no,yes,no,none,1001727,10.1128/Spectrum.00157-21.,Pelloquin,"Overabundance of Asaia and Serratia Bacteria Is Associated with
Deltamethrin Insecticide Susceptibility in Anopheles coluzzii
from Agboville, CÃƒÂ´te dÃ‚Â’Ivoire",MicrobiolSpectrum,2021,preferential,NA,yes,ask authors for bioassay data,cote d'ivoire,agboville,5.9225,-4.22027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,580,,NA,,NA,NA,NA,580,,yes,no,,7,7,2019,2019,wet,NA,,,gambiae complex,,morph,
NA,no,yes,no,none,1001727,10.1128/Spectrum.00157-21.,Pelloquin,"Overabundance of Asaia and Serratia Bacteria Is Associated with
Deltamethrin Insecticide Susceptibility in Anopheles coluzzii
from Agboville, CÃƒÂ´te dÃ‚Â’Ivoire",MicrobiolSpectrum,2021,preferential,NA,yes,ask authors for bioassay data,cote d'ivoire,agboville,5.9225,-4.22027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,338,,NA,,NA,NA,NA,338,,yes,no,,7,7,2019,2019,wet,NA,,,coluzzii_gambiae_m form,,genetic/molecular,
NA,no,yes,no,none,1001727,10.1128/Spectrum.00157-21.,Pelloquin,"Overabundance of Asaia and Serratia Bacteria Is Associated with
Deltamethrin Insecticide Susceptibility in Anopheles coluzzii
from Agboville, CÃƒÂ´te dÃ‚Â’Ivoire",MicrobiolSpectrum,2021,preferential,NA,yes,ask authors for bioassay data,cote d'ivoire,agboville,5.9225,-4.22027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,31,,NA,,NA,NA,NA,31,,yes,no,,7,7,2019,2019,wet,NA,,,gambiae_s form,,genetic/molecular,
NA,no,yes,no,none,1001727,10.1128/Spectrum.00157-21.,Pelloquin,"Overabundance of Asaia and Serratia Bacteria Is Associated with
Deltamethrin Insecticide Susceptibility in Anopheles coluzzii
from Agboville, CÃƒÂ´te dÃ‚Â’Ivoire",MicrobiolSpectrum,2021,preferential,NA,yes,ask authors for bioassay data,cote d'ivoire,agboville,5.9225,-4.22027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,1,,NA,,NA,NA,NA,1,,yes,no,,7,7,2019,2019,wet,NA,,,gambiae_s form_m form,,genetic/molecular,
NA,no,yes,no,none,1001728,10.1186/s13071-023-05710-7,Perugini,"The interplay between malaria vectors
and human activity accounts for high residual
malaria transmission in a Burkina Faso village
with universal ITN coverage",parasites and vectors,2023,,NA,,,burkina faso,goden,12.4167,-1.3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,15201,,NA,,NA,NA,NA,15201,,yes,no,,9,9,2020,2020,wet,NA,,,gambiae complex,source reports  3 colxara hybrids identified,morph,
NA,no,yes,no,none,1001728,10.1186/s13071-023-05710-7,Perugini,"The interplay between malaria vectors
and human activity accounts for high residual
malaria transmission in a Burkina Faso village
with universal ITN coverage",parasites and vectors,2023,,NA,,,burkina faso,goden,12.4167,-1.3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,point,paper map,,,,,,,,HLC,735,,NA,,NA,NA,NA,735,,yes,no,,9,9,2020,2020,wet,NA,,,coluzzii_gambiae_m form,source reports  3 colxara hybrids identified,genetic/molecular,
